1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1134.0,0.0,2.0,No,588,None,422,254.0,None,1960.0,1134,TA,7000.0,70.0,45.0,16.0,7,5,1010.0,1960,2002,135000
1548.0,1066.0,4.0,No,956,ALQ,384,624.0,RFn,1974.0,2614,TA,10800.0,90.0,0.0,166.875,7,6,1522.0,1974,1997,240000
865.0,445.0,2.0,No,617,LwQ,0,398.0,Unf,1924.0,1310,TA,7000.0,50.0,0.0,0.0,6,6,617.0,1924,1950,112000
1080.0,0.0,3.0,No,336,ALQ,748,484.0,Unf,1983.0,1080,TA,9187.0,71.0,0.0,0.0,5,6,1084.0,1983,1983,134000
1496.0,636.0,1.0,Gd,1441,GLQ,55,612.0,Fin,1983.0,2132,Gd,12327.0,79.0,0.0,40.0,8,8,1496.0,1983,2009,316600
1222.0,698.0,4.0,No,0,Unf,570,487.0,RFn,1968.0,1920,Gd,10192.0,102.0,143.0,98.0,6,7,570.0,1968,1992,170000
734.0,0.0,2.0,No,0,Unf,648,440.0,None,1990.0,1118,TA,4400.0,40.0,0.0,0.0,8,6,648.0,1920,1950,116000
1704.0,0.0,3.0,No,1218,GLQ,486,772.0,None,2008.0,1704,Gd,11478.0,98.0,200.0,50.0,5,8,1704.0,2007,2008,306000
861.0,0.0,1.0,No,262,BLQ,599,539.0,None,1961.0,861,TA,12342.0,70.0,0.0,0.0,5,4,861.0,1940,1950,82500
1041.0,702.0,3.0,No,384,ALQ,143,539.0,Unf,1968.0,1743,TA,11700.0,90.0,365.0,0.0,6,6,702.0,1968,1968,175000
483.0,504.0,2.8131868131868134,No,321,Rec,162,280.0,Unf,1987.0,987,TA,1869.0,33.0,127.0,0.0,6,6,483.0,1970,1970,106000
1220.0,0.0,2.0,Av,684,GLQ,515,632.0,RFn,2006.0,1220,Gd,7406.0,64.0,84.0,54.0,5,7,1199.0,2006,2006,194000
1402.0,0.0,2.0,Av,0,Unf,1258,648.0,Fin,2006.0,1402,Gd,3922.0,53.0,72.0,16.0,5,7,1258.0,2006,2007,194201
848.0,0.0,2.8131868131868134,Mn,662,GLQ,186,420.0,RFn,2004.0,848,Gd,4435.0,37.0,169.0,0.0,5,6,848.0,2004,2004,155900
990.0,0.0,3.0,No,746,ALQ,244,480.0,Unf,2000.0,990,TA,8072.0,60.0,0.0,64.0,5,5,990.0,1994,1995,138000
1357.0,0.0,2.0,Av,719,ALQ,300,312.0,RFn,1959.0,1357,Ex,11512.0,105.0,84.0,0.0,7,6,1019.0,1959,2006,177000
1535.0,0.0,3.0,No,2,GLQ,1515,532.0,RFn,2004.0,1535,Gd,10171.0,70.0,168.0,0.0,5,7,1517.0,2004,2004,214000
914.0,0.0,2.0,Av,298,GLQ,572,576.0,Unf,1998.0,914,TA,8846.0,57.0,0.0,0.0,5,5,870.0,1996,1996,148000
936.0,316.0,3.0,No,0,Unf,504,576.0,Unf,1986.0,1252,TA,7438.0,92.0,0.0,0.0,8,5,504.0,1908,1991,127000
1003.0,0.0,3.0,Av,819,GLQ,184,588.0,None,1984.0,1003,TA,7937.0,37.0,0.0,0.0,6,6,1003.0,1984,1984,142500
630.0,0.0,1.0,Av,509,GLQ,121,286.0,Unf,1970.0,630,TA,1477.0,33.0,0.0,0.0,4,4,630.0,1970,1970,80000
1138.0,0.0,3.0,Av,507,GLQ,81,264.0,None,1958.0,1138,TA,10482.0,65.0,63.0,0.0,8,6,588.0,1958,1958,145000
858.0,858.0,4.0,No,319,Rec,539,490.0,Fin,1962.0,1716,TA,9247.0,70.0,318.0,84.0,6,6,858.0,1962,1962,171000
765.0,600.0,2.0,No,471,ALQ,294,440.0,Unf,1971.0,1365,TA,1920.0,33.0,376.0,36.0,5,5,765.0,1971,1971,122500
1339.0,0.0,3.0,No,504,LwQ,525,294.0,Unf,1958.0,1339,TA,7560.0,70.0,0.0,0.0,6,5,1029.0,1958,1965,139000
1228.0,0.0,2.0,Mn,767,GLQ,461,472.0,Fin,1988.0,1228,Gd,4671.0,40.0,0.0,120.0,5,8,1228.0,1988,1989,189000
778.0,0.0,2.0,No,403,ALQ,212,924.0,None,1966.0,778,TA,6900.0,71.0,0.0,25.0,6,5,740.0,1940,1955,120500
1040.0,0.0,3.0,No,616,Rec,424,0.0,None,1984.0,1040,TA,8430.0,60.0,136.0,0.0,5,5,1040.0,1978,1978,124000
948.0,980.0,5.0,Mn,0,Unf,686,0.0,None,1984.0,1928,TA,7082.0,70.0,0.0,0.0,8,5,686.0,1916,1995,160000
1338.0,1296.0,6.0,No,500,LwQ,748,968.0,None,1969.0,2634,TA,11643.0,91.0,368.0,0.0,5,5,1248.0,1969,1969,200000
1251.0,0.0,3.0,No,553,None,698,461.0,None,1964.0,1251,TA,8800.0,80.0,400.625,116.0,6,6,1251.0,1964,1964,160000
1476.0,677.0,3.0,Mn,904,GLQ,536,736.0,Fin,2000.0,2153,Ex,11050.0,70.0,204.0,142.0,5,9,1440.0,2000,2000,313000
1787.0,0.0,3.0,Gd,0,None,1753,748.0,RFn,2001.0,1787,Gd,14781.0,70.0,178.0,150.0,5,8,1753.0,2001,2002,275000
864.0,0.0,2.0,No,41,BLQ,823,0.0,None,1984.0,864,TA,8248.0,45.0,0.0,0.0,3,3,864.0,1914,1950,67000
1114.0,0.0,2.8131868131868134,No,646,GLQ,468,576.0,Unf,2004.0,1114,Gd,13695.0,66.0,0.0,102.0,5,5,1114.0,2004,2004,159000
1652.0,0.0,2.0,Av,1196,GLQ,298,499.0,RFn,2000.0,1652,Ex,5330.0,41.0,0.0,48.0,5,8,1494.0,2000,2000,251000
1040.0,0.0,2.0,None,0,None,0,400.0,Unf,1987.0,1040,TA,8544.0,60.0,0.0,0.0,4,3,0.0,1950,1950,92900
784.0,0.0,2.0,No,784,ALQ,0,0.0,None,1984.0,784,Gd,6130.0,50.0,0.0,0.0,6,5,784.0,1924,1950,109500
1842.0,0.0,0.0,Gd,1810,GLQ,32,894.0,Fin,1981.0,1842,Gd,17695.875,68.0,0.0,72.0,5,9,1842.0,1981,1987,385000
1465.0,915.0,3.0,No,187,LwQ,111,596.0,Unf,1965.0,2380,TA,17695.875,70.0,113.0,166.875,5,6,1021.0,1965,1979,129000
1411.0,0.0,3.0,No,822,ALQ,564,544.0,Fin,1977.0,1411,TA,11900.0,85.0,209.0,0.0,5,7,1386.0,1977,1977,82500
1553.0,1177.0,4.0,Gd,28,LwQ,0,576.0,None,1987.0,2730,Gd,10380.0,86.0,172.0,96.0,5,7,1502.0,1986,1987,301000
1656.0,0.0,3.0,Av,24,GLQ,1632,826.0,None,2006.0,1656,Gd,11096.0,84.0,0.0,146.0,5,8,1656.0,2006,2006,249700
630.0,0.0,1.0,Av,495,ALQ,135,0.0,None,1984.0,630,TA,1890.0,33.0,0.0,0.0,7,4,630.0,1972,1972,81000
1472.0,0.0,3.0,Av,1036,GLQ,336,588.0,Unf,1980.0,1472,TA,14115.0,70.0,225.0,48.0,5,7,1372.0,1980,1980,187500
1392.0,0.0,2.0,No,0,Unf,1392,576.0,RFn,1968.0,1392,TA,13560.0,105.0,216.0,0.0,3,6,1392.0,1968,1968,110000
1001.0,634.0,2.0,No,0,Unf,485,255.0,Unf,1950.0,1635,Gd,5310.0,59.0,0.0,0.0,8,6,485.0,1910,2003,117000
864.0,0.0,3.0,Mn,360,Rec,504,288.0,RFn,1972.0,864,TA,9560.0,105.0,0.0,0.0,7,5,864.0,1972,1972,128500
1506.0,0.0,2.0,Gd,16,GLQ,1346,440.0,None,2005.0,1506,Gd,3013.0,43.0,145.0,20.0,5,7,1362.0,2005,2005,213490
1006.0,1040.0,3.0,No,866,GLQ,132,871.0,RFn,2003.0,2046,Gd,10625.0,85.0,292.0,62.0,5,7,998.0,2003,2004,284000
1454.0,482.0,3.0,No,0,Unf,1406,504.0,RFn,2000.0,1936,Gd,11194.0,105.0,40.0,124.0,5,8,1406.0,2000,2000,230500
1888.0,0.0,2.0,No,247,None,557,578.0,Fin,1966.0,1888,Gd,16492.0,105.0,0.0,0.0,6,6,1517.0,1966,2002,190000
1236.0,0.0,3.0,No,465,BLQ,447,288.0,Unf,1961.0,1236,TA,6993.0,65.0,0.0,0.0,7,5,912.0,1961,1994,135000
1370.0,0.0,3.0,No,0,Unf,1090,479.0,RFn,1976.0,1370,TA,10400.0,80.0,189.0,0.0,5,7,1090.0,1976,1976,152000
1040.0,0.0,2.0,None,0,None,0,400.0,Unf,1949.0,1040,TA,8544.0,70.0,340.0,0.0,4,3,0.0,1949,1950,87500
575.0,560.0,3.0,No,350,ALQ,0,576.0,RFn,1971.0,1135,Gd,7200.0,60.0,0.0,0.0,9,7,560.0,1936,2007,155000
864.0,0.0,3.0,No,432,ALQ,432,0.0,None,1984.0,864,TA,10500.0,70.0,0.0,0.0,5,4,864.0,1971,1971,115000
1099.0,0.0,3.0,No,0,Unf,1099,352.0,Unf,1999.0,1099,Gd,9525.0,75.0,0.0,0.0,6,5,1099.0,1995,2006,144000
979.0,871.0,3.0,No,595,GLQ,378,467.0,Fin,1994.0,1850,Gd,17695.875,70.0,0.0,98.0,6,7,973.0,1994,1994,248000
825.0,587.0,4.0,No,0,Unf,780,280.0,Unf,1939.0,1412,TA,6000.0,50.0,0.0,0.0,6,6,780.0,1939,1950,132500
896.0,896.0,4.0,No,0,Unf,896,0.0,None,1984.0,1792,TA,9000.0,60.0,0.0,45.0,5,5,896.0,1974,1974,136000
833.0,0.0,2.0,No,415,Rec,418,326.0,Unf,1955.0,833,Gd,5400.0,90.0,0.0,0.0,7,5,833.0,1954,2000,117000
1152.0,0.0,2.8131868131868134,None,0,None,0,0.0,None,1984.0,1152,Fa,6040.0,65.0,0.0,0.0,5,4,0.0,1955,1955,82000
1478.0,0.0,3.0,No,1270,BLQ,208,498.0,Unf,1960.0,1478,TA,17600.0,70.0,30.0,40.0,5,6,1478.0,1960,1960,157500
720.0,564.0,2.0,No,312,LwQ,408,240.0,Unf,1948.0,1284,TA,3500.0,50.0,0.0,35.0,7,5,720.0,1947,1950,110000
892.0,783.0,3.0,No,0,Unf,841,502.0,Fin,1999.0,1675,TA,17695.875,70.0,0.0,103.0,5,6,841.0,1999,1999,181000
936.0,840.0,3.0,None,0,Unf,936,474.0,RFn,2002.0,1776,Gd,14006.0,65.0,144.0,96.0,5,7,936.0,2002,2002,192500
920.0,866.0,3.0,Mn,486,GLQ,434,608.0,RFn,2001.0,1786,Gd,11250.0,68.0,162.0,42.0,5,7,920.0,2001,2002,223500
1262.0,0.0,3.0,Gd,978,ALQ,284,460.0,RFn,1976.0,1262,TA,9600.0,80.0,0.0,0.0,8,6,1262.0,1976,1976,181500
1088.0,0.0,2.0,No,0,Unf,1074,461.0,RFn,1987.0,1088,Gd,3696.0,70.0,0.0,74.0,5,8,1074.0,1986,1986,170000
1360.0,0.0,1.0,Av,1036,GLQ,184,565.0,RFn,1984.0,1360,Gd,5814.0,70.0,0.0,0.0,5,8,1220.0,1984,1984,187500
770.0,812.0,3.0,No,490,GLQ,280,520.0,RFn,2004.0,1582,Gd,8320.0,64.0,0.0,45.0,5,7,770.0,2004,2004,185900
976.0,332.0,2.0,No,428,Rec,300,256.0,Unf,1940.0,1308,TA,9600.0,105.0,0.0,70.0,7,5,728.0,1940,1950,160000
1431.0,0.0,3.0,Av,560,GLQ,871,666.0,Fin,1999.0,1431,Gd,9017.0,68.0,0.0,35.0,5,7,1431.0,1999,1999,192000
1429.0,0.0,3.0,No,594,BLQ,331,572.0,Unf,1960.0,1429,Gd,14585.0,70.0,85.0,110.0,6,6,1144.0,1960,1987,181900
1095.0,844.0,3.0,Mn,0,Unf,1095,976.875,RFn,2006.0,1939,Gd,10728.0,84.0,0.0,51.0,5,8,1095.0,2006,2006,266000
864.0,0.0,2.0,No,0,Unf,864,0.0,None,1984.0,864,TA,4060.0,56.0,0.0,96.0,8,5,864.0,1922,1950,99900
1426.0,1519.0,3.0,Gd,0,Unf,1410,641.0,Fin,2006.0,2945,Gd,13682.0,66.0,400.625,0.0,5,10,1410.0,2006,2006,438780
1314.0,0.0,3.0,Mn,936,GLQ,364,552.0,RFn,2009.0,1314,Gd,8640.0,72.0,72.0,112.0,5,8,1300.0,2009,2009,229456
1836.0,0.0,3.0,No,24,GLQ,1836,484.0,Fin,2004.0,1836,Gd,9100.0,70.0,0.0,33.0,5,7,1860.0,2004,2005,216837
866.0,0.0,2.0,No,329,ALQ,357,0.0,None,1984.0,866,Gd,3880.0,40.0,0.0,42.0,9,5,686.0,1945,1997,110500
1569.0,0.0,1.0,No,988,None,398,660.0,None,2007.0,1569,Gd,3635.0,51.0,130.0,20.0,5,7,1386.0,2007,2007,175900
1690.0,1589.0,4.0,Gd,1416,ALQ,234,841.0,Fin,2003.0,3279,Ex,17695.875,47.0,400.625,36.0,5,8,1650.0,2003,2003,538000
2190.25,950.0,3.0,Gd,5644,GLQ,466,976.875,Fin,2008.0,5642,Ex,17695.875,105.0,400.625,166.875,5,10,2202.875,2008,2008,160000
983.0,756.0,3.0,No,649,GLQ,321,480.0,Fin,1999.0,1739,Gd,2645.0,33.0,400.625,0.0,5,8,970.0,1999,2000,172500
755.0,755.0,4.0,Mn,0,Unf,755,296.0,None,1940.0,1510,TA,9084.0,60.0,0.0,0.0,5,4,755.0,1940,1950,108000
1050.0,745.0,4.0,No,0,Unf,1050,352.0,Unf,1954.0,1795,TA,12150.0,81.0,335.0,0.0,5,5,1050.0,1954,1954,131500
694.0,600.0,3.0,None,0,None,0,0.0,None,1984.0,1294,TA,10800.0,60.0,0.0,114.0,7,4,0.0,1900,2000,106250
2084.0,0.0,2.0,Av,1636,GLQ,442,976.875,Fin,2007.0,2084,Ex,14803.0,105.0,400.625,45.0,5,10,2078.0,2007,2008,385000
1766.0,0.0,2.8131868131868134,Mn,1121,GLQ,645,478.0,Fin,2009.0,1766,Ex,9187.0,85.0,162.0,130.0,5,9,1766.0,2009,2009,370878
2000.0,704.0,4.0,Gd,1410,None,542,538.0,Fin,1972.0,2704,Ex,13860.0,75.0,0.0,111.0,7,8,1952.0,1972,1995,345000
520.0,0.0,1.0,No,0,Unf,520,240.0,Unf,1920.0,520,Fa,6324.0,60.0,0.0,0.0,6,4,520.0,1927,1950,68500
1020.0,1037.0,3.0,No,223,Rec,794,180.0,Fin,1936.0,2057,Gd,11500.0,86.0,0.0,0.0,7,7,1017.0,1936,1987,250000
1694.0,0.0,2.8131868131868134,Av,0,Unf,1694,776.0,None,2008.0,1694,Gd,10475.0,64.0,72.0,33.0,5,8,1694.0,2008,2008,245350
842.0,630.0,3.0,Mn,0,Unf,702,250.0,Unf,1925.0,1472,Gd,9600.0,60.0,0.0,0.0,8,5,702.0,1925,1994,125000
1276.0,804.0,3.0,No,0,Unf,1276,282.0,Unf,1926.0,2080,Gd,10918.0,53.0,0.0,0.0,9,7,1276.0,1926,2004,234000
988.0,517.0,3.0,No,399,Rec,484,240.0,None,1940.0,1505,TA,9144.0,70.0,0.0,0.0,5,5,883.0,1940,1982,145000
1586.0,0.0,3.0,No,0,None,1362,435.0,Unf,1979.0,1586,TA,17043.0,48.0,0.0,0.0,5,6,1362.0,1979,1998,181000
929.0,929.0,5.0,No,0,Unf,755,0.0,None,1984.0,2229,TA,5520.0,92.0,0.0,166.875,6,6,755.0,1912,1950,104000
956.0,1128.0,4.0,No,656,GLQ,300,618.0,RFn,2004.0,2084,Gd,10142.0,76.0,0.0,45.0,5,7,956.0,2004,2004,233000
1080.0,672.0,4.0,Av,427,GLQ,132,492.0,RFn,1988.0,1752,TA,12134.0,105.0,0.0,12.0,7,8,559.0,1988,2005,164000
960.0,780.0,3.0,No,410,BLQ,390,240.0,Unf,1940.0,1740,TA,13125.0,75.0,0.0,0.0,6,7,800.0,1940,1984,219500
847.0,1101.0,2.8131868131868134,No,0,Unf,847,434.0,None,2004.0,1948,Gd,12393.0,41.0,0.0,48.0,5,7,847.0,2004,2005,195000
897.0,439.0,3.0,No,637,Rec,0,570.0,Unf,1994.0,1336,TA,11040.0,60.0,0.0,47.0,6,4,637.0,1920,1950,108000
894.0,0.0,3.0,No,894,ALQ,0,552.0,Unf,1975.0,894,TA,9800.0,70.0,0.0,0.0,7,5,894.0,1972,1972,149900
1980.0,0.0,3.0,Av,1447,GLQ,533,770.0,Fin,2004.0,1980,Ex,16737.0,105.0,66.0,45.0,5,9,1980.0,2004,2005,315000
753.0,741.0,3.0,No,547,BLQ,224,213.0,Unf,1942.0,1494,Gd,7500.0,70.0,0.0,0.0,7,6,771.0,1942,1950,177500
1048.0,0.0,3.0,No,580,BLQ,333,288.0,Unf,1962.0,1558,TA,10930.0,60.0,0.0,0.0,6,5,913.0,1945,1950,140000
1294.0,0.0,2.0,Av,0,Unf,1286,662.0,RFn,2006.0,1294,Gd,6762.0,64.0,0.0,55.0,5,7,1286.0,2006,2006,193879
2136.0,0.0,4.0,No,756,LwQ,1380,528.0,Unf,1951.0,2136,TA,10680.0,89.0,44.0,30.0,3,5,2136.0,1951,1951,137900
672.0,546.0,2.8131868131868134,No,317,BLQ,355,264.0,Unf,1972.0,1218,TA,1680.0,33.0,281.0,28.0,7,6,672.0,1972,1972,118000
1719.0,0.0,1.0,Gd,1619,GLQ,100,473.0,Fin,1993.0,1719,Gd,10846.0,33.0,0.0,30.0,5,8,1719.0,1993,1993,324000
2190.25,0.0,2.0,Gd,1767,GLQ,788,672.0,Fin,2008.0,2402,Ex,15431.0,105.0,200.0,72.0,5,10,2202.875,2008,2008,555000
1664.0,862.0,5.0,No,168,Rec,0,216.0,Unf,1916.0,2526,Gd,8520.0,60.0,0.0,15.0,7,6,714.0,1916,1950,136000
708.0,0.0,2.0,No,280,LwQ,140,0.0,None,1984.0,708,Fa,5330.0,50.0,0.0,0.0,7,4,420.0,1940,1950,82500
581.0,530.0,3.0,No,0,Unf,530,288.0,Unf,1935.0,1111,Fa,7200.0,60.0,0.0,0.0,7,5,530.0,1920,1996,101000
